ensembl_gene_id	gene_symbol	hgnc_approved_symbol	jaspar_tf_family	lambert_2018_dbd	n_disease_associations	mondo_ids	omim_ids	distance_mean_HonCM	distance_rank_HonCM	sig_dist_gt_NC_max_HonCM	distance_mean_HuangfuDE	distance_rank_HuangfuDE	sig_dist_gt_NC_max_HuangfuDE	distance_mean_HuangfuESC	distance_rank_HuangfuESC	sig_dist_gt_NC_max_HuangfuESC	n_datasets_with_data	n_datasets_significant	max_distance_across_datasets	classification
ENSG00000101665	SMAD7	SMAD7		SMAD	1		OMIM:612229	1.0703399658203123	1318.0	False	94.75839233398438	949.0	False	455.7527221679687	2055.0	False	3	0	455.7527221679687	convergent_nonsignificant
ENSG00000122482	ZNF644	ZNF644		C2H2 ZF	1		OMIM:614167				90.95028686523438	1311.0	False	455.7400634765625	2056.0	False	2	0	455.7400634765625	convergent_nonsignificant
ENSG00000066827	ZFAT	ZFAT		C2H2 ZF	1		OMIM:608175	2.069244384765625	464.0	False	90.44747314453124	1371.0	False	453.7904357910156	2065.0	False	3	0	453.7904357910156	convergent_nonsignificant
ENSG00000009709	PAX7	PAX7	Paired plus homeo domain	Homeodomain; Paired box	2		OMIM:268220;OMIM:618578	0.677923583984375	1917.0	False	96.463623046875	806.0	False	451.0609985351563	2075.0	False	3	0	451.0609985351563	convergent_nonsignificant
ENSG00000119508	NR4A3	NR4A3		Nuclear receptor	1		OMIM:612237	1.15552978515625	1186.0	False	95.16842651367188	922.0	False	450.5608703613281	2077.0	False	3	0	450.5608703613281	convergent_nonsignificant
ENSG00000007372	PAX6	PAX6	Paired plus homeo domain	Homeodomain; Paired box	8		OMIM:106210;OMIM:120200;OMIM:120430;OMIM:136520;OMIM:148190;OMIM:165550;OMIM:194072;OMIM:604229	1.526171875	742.0	False	102.1479736328125	341.0	False	447.5153564453125	2083.0	False	3	0	447.5153564453125	convergent_nonsignificant
ENSG00000152518	ZFP36L2	ZFP36L2		CCCH ZF	1		OMIM:620154	1.531378173828125	738.0	False	85.72411499023437	1721.0	False	446.310888671875	2085.0	False	3	0	446.310888671875	convergent_nonsignificant
ENSG00000102878	HSF4	HSF4	HSF factors	HSF	1		OMIM:116800	1.16845703125	1160.0	False	94.52029418945312	964.0	False	444.4782104492188	2095.0	False	3	0	444.4782104492188	convergent_nonsignificant
ENSG00000157259	GATAD1	GATAD1		GATA	1		OMIM:614672	2.0880767822265627	459.0	False	90.19306640625	1396.0	False	444.3063171386719	2096.0	False	3	0	444.3063171386719	convergent_nonsignificant
ENSG00000184937	WT1	WT1		C2H2 ZF	8		OMIM:106210;OMIM:136680;OMIM:156240;OMIM:194070;OMIM:194072;OMIM:194080;OMIM:256370;OMIM:608978	1.158172607421875	1183.0	False	83.181982421875	1875.0	False	443.5733642578125	2098.0	False	3	0	443.5733642578125	convergent_nonsignificant
ENSG00000080503	SMARCA2	SMARCA2		Unknown	2		OMIM:601358;OMIM:619293	1.3505279541015625	920.0	False	78.73232421875	2040.0	False	433.40382080078126	2119.0	False	3	0	433.40382080078126	convergent_nonsignificant
ENSG00000147862	NFIB	NFIB	Nuclear factor 1	SMAD	1		OMIM:618286	1.755633544921875	594.0	False	95.22570190429688	912.0	False	431.8621765136719	2123.0	False	3	0	431.8621765136719	convergent_nonsignificant
ENSG00000141384	TAF4B	TAF4B		Unknown	1		OMIM:615841	1.8959381103515625	518.0	False	84.22667236328125	1822.0	False	424.1894104003906	2133.0	False	3	0	424.1894104003906	convergent_nonsignificant
ENSG00000107859	PITX3	PITX3	Paired-related HD factors	Homeodomain	2		OMIM:107250;OMIM:610623	1.45277099609375	814.0	False	102.6709716796875	313.0	False	421.412939453125	2135.0	False	3	0	421.412939453125	convergent_nonsignificant
ENSG00000106571	GLI3	GLI3	More than 3 adjacent zinc fingers	C2H2 ZF	4		OMIM:146510;OMIM:174200;OMIM:174700;OMIM:175700	1.0089935302734374	1423.0	False	97.3055419921875	724.0	False	421.19578857421874	2136.0	False	3	0	421.19578857421874	convergent_nonsignificant
ENSG00000204644	ZFP57	ZFP57	Factors with multiple dispersed zinc fingers	C2H2 ZF	1		OMIM:601410	1.0682861328125	1324.0	False	87.47828979492188	1606.0	False	418.57758178710935	2140.0	False	3	0	418.57758178710935	convergent_nonsignificant
ENSG00000181965	NEUROG1	NEUROG1	Tal-related	bHLH	1		OMIM:620469	1.0466400146484376	1352.0	False	96.800439453125	783.0	False	407.9255615234375	2150.0	False	3	0	407.9255615234375	convergent_nonsignificant
ENSG00000115415	STAT1	STAT1	STAT factors	STAT	3		OMIM:613796;OMIM:614162;OMIM:614892	1.0597259521484377	1336.0	False	94.46219482421876	969.0	False	403.2121276855469	2152.0	False	3	0	403.2121276855469	convergent_nonsignificant
ENSG00000162924	REL	REL	NF-kappaB-related factors	Rel	1		OMIM:619652	0.89866943359375	1628.0	False	90.19329223632812	1395.0	False	364.6227661132813	2163.0	False	3	0	364.6227661132813	convergent_nonsignificant
ENSG00000172468	HSFY1	HSFY1		HSF	1		OMIM:415000										0	0		no_data
ENSG00000134250	NOTCH2	NOTCH2		Unknown	2		OMIM:102500;OMIM:610205										0	0		no_data
ENSG00000125618	PAX8	PAX8	Paired domain only	Paired box	1		OMIM:218700										0	0		no_data
ENSG00000068323	TFE3	TFE3	bHLH-ZIP	bHLH	2		OMIM:300854;OMIM:301066										0	0		no_data
ENSG00000108312	UBTF	UBTF		HMG/Sox	1		OMIM:617672										0	0		no_data
