gene_symbol	hgnc_approved_symbol	ensembl_gene_id	n_promoters_in_target_library	in_lambert_2018	lambert_2018_dbd	jaspar_tf_class	jaspar_tf_family
ZBTB39	ZBTB39	ENSG00000166860	1	True	C2H2 ZF		
ZBTB4	ZBTB4	ENSG00000174282	2	True	C2H2 ZF		
ZBTB40	ZBTB40	ENSG00000184677	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZBTB41	ZBTB41	ENSG00000177888	1	True	C2H2 ZF	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
ZBTB42	ZBTB42	ENSG00000179627	1	True	C2H2 ZF		
ZBTB43	ZBTB43	ENSG00000169155	1	True	C2H2 ZF		
ZBTB44	ZBTB44	ENSG00000196323	1	True	C2H2 ZF		
ZBTB45	ZBTB45	ENSG00000119574	1	True	C2H2 ZF		
ZBTB46	ZBTB46	ENSG00000130584	1	True	C2H2 ZF		
ZBTB47	ZBTB47	ENSG00000114853	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZBTB48	ZBTB48	ENSG00000204859	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZBTB49	ZBTB49	ENSG00000168826	1	True	C2H2 ZF		
ZBTB5	ZBTB5	ENSG00000168795	1	True	C2H2 ZF	C2H2 zinc finger factors	BTB-POZ
ZBTB6	ZBTB6	ENSG00000186130	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZBTB7A	ZBTB7A	ENSG00000178951	2	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZBTB7B	ZBTB7B	ENSG00000160685	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZBTB7C	ZBTB7C	ENSG00000184828	2	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZBTB8A	ZBTB8A	ENSG00000160062	1	True	C2H2 ZF	C2H2 zinc finger factors	Other factors with up to three adjacent zinc fingers
ZBTB8B	ZBTB8B	ENSG00000273274	1	True	C2H2 ZF	C2H2 zinc finger factors	Other factors with up to three adjacent zinc fingers
ZBTB9	ZBTB9	ENSG00000213588	1	True	C2H2 ZF		
ZC3H11A	ZC3H11A	ENSG00000058673	1	True	CCCH ZF		
ZC3H15	ZC3H15	ENSG00000065548	1	True	CCCH ZF		
ZC3H3	ZC3H3	ENSG00000014164	1	True	CCCH ZF		
ZC3H8	ZC3H8	ENSG00000144161	1	True	CCCH ZF		
ZCCHC11	TUT4	ENSG00000134744	1	True	Unknown		
ZCCHC6	TUT7	ENSG00000083223	1	True	Unknown		
ZEB1	ZEB1	ENSG00000148516	2	True	C2H2 ZF; Homeodomain	Homeo domain factors	HD-ZF factors
ZEB2	ZEB2	ENSG00000169554	2	True	C2H2 ZF; Homeodomain	Homeo domain factors	HD-ZF
ZFAT	ZFAT	ENSG00000066827	2	True	C2H2 ZF		
ZFHX2	ZFHX2	ENSG00000136367	2	True	Homeodomain		
ZFHX3	ZFHX3	ENSG00000140836	1	True	C2H2 ZF; Homeodomain		
ZFHX4	ZFHX4	ENSG00000091656	1	True	C2H2 ZF; Homeodomain		
ZFP1	ZFP1	ENSG00000184517	1	True	C2H2 ZF		
ZFP14	ZFP14	ENSG00000142065	1	True	C2H2 ZF	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
ZFP2	ZFP2	ENSG00000198939	1	True	C2H2 ZF		
ZFP28	ZFP28	ENSG00000196867	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZFP3	ZFP3	ENSG00000180787	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZFP30	ZFP30	ENSG00000120784	1	True	C2H2 ZF		
ZFP36L1	ZFP36L1	ENSG00000185650	2	True	CCCH ZF		
ZFP36L2	ZFP36L2	ENSG00000152518	1	True	CCCH ZF		
ZFP37	ZFP37	ENSG00000136866	1	True	C2H2 ZF		
ZFP41	ZFP41	ENSG00000181638	1	True	C2H2 ZF		
ZFP42	ZFP42	ENSG00000179059	2	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZFP57	ZFP57	ENSG00000204644	1	True	C2H2 ZF	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
ZFP62	ZFP62	ENSG00000196670	1	True	C2H2 ZF		
ZFP64	ZFP64	ENSG00000020256	1	True	C2H2 ZF		
ZFP69	ZFP69	ENSG00000187815	1	True	C2H2 ZF		
ZFP69B	ZFP69B	ENSG00000187801	1	True	C2H2 ZF		
ZFP82	ZFP82	ENSG00000181007	1	True	C2H2 ZF		
ZFP90	ZFP90	ENSG00000184939	2	True	C2H2 ZF		
ZFP91	ZFP91	ENSG00000186660	1	True	C2H2 ZF		
ZFP92	ZFP92	ENSG00000189420	1	True	C2H2 ZF		
ZFPM1	ZFPM1	ENSG00000179588	1	True	C2H2 ZF		
ZFPM2	ZFPM2	ENSG00000169946	1	True	C2H2 ZF		
ZFX	ZFX	ENSG00000005889	1	True	C2H2 ZF		
ZFY	ZFY	ENSG00000067646	1	True	C2H2 ZF		
ZFYVE20	RBSN	ENSG00000131381	1	True	C2H2 ZF		
ZFYVE26	ZFYVE26	ENSG00000072121	1	True	FYVE-type ZF		
ZGLP1	ZGLP1	ENSG00000220201	1	True	GATA	Other C4 zinc finger-type factors	C4-GATA-related
ZGPAT	ZGPAT	ENSG00000197114	1	True	CCCH ZF		
ZHX1	ZHX1	ENSG00000165156	1	True	Homeodomain		
ZHX2	ZHX2	ENSG00000178764	1	True	Homeodomain		
ZHX3	ZHX3	ENSG00000174306	1	True	Homeodomain		
ZIC1	ZIC1	ENSG00000152977	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZIC2	ZIC2	ENSG00000043355	1	True	C2H2 ZF		
ZIC3	ZIC3	ENSG00000156925	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZIC4	ZIC4	ENSG00000174963	2	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZIC5	ZIC5	ENSG00000139800	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZIK1	ZIK1	ENSG00000171649	1	True	C2H2 ZF		
ZIM2	ZIM2	ENSG00000269699	1	True	C2H2 ZF		
ZIM3	ZIM3	ENSG00000141946	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZKSCAN1	ZKSCAN1	ENSG00000106261	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZKSCAN2	ZKSCAN2	ENSG00000155592	1	True	C2H2 ZF		
ZKSCAN3	ZKSCAN3	ENSG00000189298	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZKSCAN4	ZKSCAN4	ENSG00000187626	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZKSCAN5	ZKSCAN5	ENSG00000196652	1	True	C2H2 ZF	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
ZKSCAN7	ZKSCAN7	ENSG00000196345	1	True	C2H2 ZF		
ZKSCAN8	ZKSCAN8	ENSG00000198315	1	True	C2H2 ZF		
ZMAT1	ZMAT1	ENSG00000166432	1	True	C2H2 ZF		
ZMAT2	ZMAT2	ENSG00000146007	2	True	Unknown		
ZMAT3	ZMAT3	ENSG00000172667	1	True	C2H2 ZF		
ZMAT4	ZMAT4	ENSG00000165061	1	True	C2H2 ZF		
ZNF10	ZNF10	ENSG00000256223	1	True	C2H2 ZF		
ZNF100	ZNF100	ENSG00000197020	1	True	C2H2 ZF		
ZNF101	ZNF101	ENSG00000181896	1	True	C2H2 ZF		
ZNF107	ZNF107	ENSG00000196247	1	True	C2H2 ZF		
ZNF112	ZNF112	ENSG00000062370	1	True	C2H2 ZF		
ZNF114	ZNF114	ENSG00000178150	1	True	C2H2 ZF		
ZNF117	ZNF117	ENSG00000152926	1	True	C2H2 ZF		
ZNF12	ZNF12	ENSG00000164631	1	True	C2H2 ZF		
ZNF121	ZNF121	ENSG00000197961	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF124	ZNF124	ENSG00000196418	1	True	C2H2 ZF		
ZNF131	ZNF131	ENSG00000172262	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF132	ZNF132	ENSG00000131849	1	True	C2H2 ZF		
ZNF133	ZNF133	ENSG00000125846	1	True	C2H2 ZF		
ZNF134	ZNF134	ENSG00000213762	1	True	C2H2 ZF	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
ZNF135	ZNF135	ENSG00000176293	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF136	ZNF136	ENSG00000196646	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF138	ZNF138	ENSG00000197008	1	True	C2H2 ZF		
ZNF14	ZNF14	ENSG00000105708	1	True	C2H2 ZF		
ZNF140	ZNF140	ENSG00000196387	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF141	ZNF141	ENSG00000131127	1	True	C2H2 ZF		
ZNF142	ZNF142	ENSG00000115568	1	True	C2H2 ZF	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
ZNF143	ZNF143	ENSG00000166478	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF146	ZNF146	ENSG00000167635	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF148	ZNF148	ENSG00000163848	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF154	ZNF154	ENSG00000179909	1	True	C2H2 ZF		
ZNF155	ZNF155	ENSG00000204920	1	True	C2H2 ZF		
ZNF157	ZNF157	ENSG00000147117	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF16	ZNF16	ENSG00000170631	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF160	ZNF160	ENSG00000170949	1	True	C2H2 ZF		
ZNF165	ZNF165	ENSG00000197279	1	True	C2H2 ZF		
ZNF169	ZNF169	ENSG00000175787	1	True	C2H2 ZF		
ZNF17	ZNF17	ENSG00000186272	1	True	C2H2 ZF		
ZNF174	ZNF174	ENSG00000103343	1	True	C2H2 ZF		
ZNF175	ZNF175	ENSG00000105497	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF177	ZNF177	ENSG00000188629	2	True	C2H2 ZF		
ZNF18	ZNF18	ENSG00000154957	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF180	ZNF180	ENSG00000167384	1	True	C2H2 ZF		
ZNF181	ZNF181	ENSG00000197841	1	True	C2H2 ZF		
ZNF182	ZNF182	ENSG00000147118	1	True	C2H2 ZF		
ZNF184	ZNF184	ENSG00000096654	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF189	ZNF189	ENSG00000136870	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF19	ZNF19	ENSG00000157429	1	True	C2H2 ZF		
ZNF195	ZNF195	ENSG00000005801	1	True	C2H2 ZF		
ZNF197	ZNF197	ENSG00000186448	1	True	C2H2 ZF		
ZNF2	ZNF2	ENSG00000275111	1	True	C2H2 ZF		
ZNF20	ZNF20	ENSG00000132010	2	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF200	ZNF200	ENSG00000010539	1	True	C2H2 ZF		
ZNF202	ZNF202	ENSG00000166261	1	True	C2H2 ZF		
ZNF205	ZNF205	ENSG00000122386	1	True	C2H2 ZF		
ZNF207	ZNF207	ENSG00000010244	2	True	C2H2 ZF		
ZNF208	ZNF208	ENSG00000160321	1	True	C2H2 ZF		
ZNF211	ZNF211	ENSG00000121417	1	True	C2H2 ZF	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
ZNF212	ZNF212	ENSG00000170260	1	True	C2H2 ZF		
ZNF213	ZNF213	ENSG00000085644	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF214	ZNF214	ENSG00000149050	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF215	ZNF215	ENSG00000149054	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF217	ZNF217	ENSG00000171940	2	True	C2H2 ZF		
ZNF219	ZNF219	ENSG00000165804	1	True	C2H2 ZF		
ZNF22	ZNF22	ENSG00000165512	1	True	C2H2 ZF		
ZNF221	ZNF221	ENSG00000159905	1	True	C2H2 ZF		
ZNF222	ZNF222	ENSG00000159885	1	True	C2H2 ZF		
ZNF223	ZNF223	ENSG00000178386	1	True	C2H2 ZF		
ZNF224	ZNF224	ENSG00000267680	1	True	C2H2 ZF		
ZNF225	ZNF225	ENSG00000256294	1	True	C2H2 ZF		
ZNF226	ZNF226	ENSG00000167380	2	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF227	ZNF227	ENSG00000131115	1	True	C2H2 ZF		
ZNF229	ZNF229	ENSG00000278318	1	True	C2H2 ZF		
ZNF23	ZNF23	ENSG00000167377	2	True	C2H2 ZF		
ZNF230	ZNF230	ENSG00000159882	1	True	C2H2 ZF		
ZNF232	ZNF232	ENSG00000167840	2	True	C2H2 ZF		
ZNF233	ZNF233	ENSG00000159915	1	True	C2H2 ZF		
ZNF234	ZNF234	ENSG00000263002	2	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF235	ZNF235	ENSG00000159917	1	True	C2H2 ZF		
ZNF236	ZNF236	ENSG00000130856	1	True	C2H2 ZF		
ZNF239	ZNF239	ENSG00000196793	1	True	C2H2 ZF		
ZNF24	ZNF24	ENSG00000172466	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF248	ZNF248	ENSG00000198105	1	True	C2H2 ZF		
ZNF25	ZNF25	ENSG00000175395	1	True	C2H2 ZF		
ZNF250	ZNF250	ENSG00000196150	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF251	ZNF251	ENSG00000198169	1	True	C2H2 ZF	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
ZNF253	ZNF253	ENSG00000256771	1	True	C2H2 ZF		
ZNF254	ZNF254	ENSG00000213096	1	True	C2H2 ZF		
ZNF256	ZNF256	ENSG00000152454	1	True	C2H2 ZF		
ZNF257	ZNF257	ENSG00000197134	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF26	ZNF26	ENSG00000198393	1	True	C2H2 ZF		
ZNF260	ZNF260	ENSG00000254004	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF263	ZNF263	ENSG00000006194	2	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF264	ZNF264	ENSG00000083844	1	True	C2H2 ZF		
ZNF266	ZNF266	ENSG00000174652	1	True	C2H2 ZF		
ZNF267	ZNF267	ENSG00000185947	2	True	C2H2 ZF		
ZNF268	ZNF268	ENSG00000090612	1	True	C2H2 ZF		
ZNF273	ZNF273	ENSG00000198039	2	True	C2H2 ZF		
ZNF274	ZNF274	ENSG00000171606	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF275	ZNF275	ENSG00000063587	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF276	ZNF276	ENSG00000158805	1	True	C2H2 ZF		
ZNF277	ZNF277	ENSG00000198839	1	True	C2H2 ZF; BED ZF		
ZNF28	ZNF28	ENSG00000198538	1	True	C2H2 ZF		
ZNF280A	ZNF280A	ENSG00000169548	1	True	C2H2 ZF		
ZNF280B	ZNF280B	ENSG00000275004	1	True	C2H2 ZF		
ZNF280C	ZNF280C	ENSG00000056277	1	True	C2H2 ZF		
ZNF280D	ZNF280D	ENSG00000137871	1	True	C2H2 ZF		
ZNF281	ZNF281	ENSG00000162702	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF282	ZNF282	ENSG00000170265	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF283	ZNF283	ENSG00000167637	1	True	C2H2 ZF		
ZNF284	ZNF284	ENSG00000186026	1	True	C2H2 ZF		
ZNF285	ZNF285	ENSG00000267508	1	True	C2H2 ZF		
ZNF286A	ZNF286A	ENSG00000187607	1	True	C2H2 ZF		
ZNF286B	ZNF286B	ENSG00000290687	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF287	ZNF287	ENSG00000141040	1	True	C2H2 ZF		
ZNF292	ZNF292	ENSG00000188994	1	True	C2H2 ZF		
ZNF296	ZNF296	ENSG00000170684	1	True	C2H2 ZF		
ZNF3	ZNF3	ENSG00000166526	1	True	C2H2 ZF		
ZNF30	ZNF30	ENSG00000168661	1	True	C2H2 ZF		
ZNF300	ZNF300	ENSG00000145908	1	True	C2H2 ZF		
ZNF302	ZNF302	ENSG00000089335	1	True	C2H2 ZF		
ZNF304	ZNF304	ENSG00000131845	1	True	C2H2 ZF		
ZNF311	ZNF311	ENSG00000197935	1	True	C2H2 ZF		
ZNF317	ZNF317	ENSG00000130803	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF318	ZNF318	ENSG00000171467	1	True	C2H2 ZF		
ZNF319	ZNF319	ENSG00000166188	2	True	C2H2 ZF		
ZNF32	ZNF32	ENSG00000169740	1	True	C2H2 ZF		
ZNF320	ZNF320	ENSG00000182986	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF322	ZNF322	ENSG00000181315	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF324	ZNF324	ENSG00000083812	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF324B	ZNF324B	ENSG00000249471	1	True	C2H2 ZF		
ZNF326	ZNF326	ENSG00000162664	1	True	C2H2 ZF		
ZNF329	ZNF329	ENSG00000181894	2	True	C2H2 ZF		
ZNF330	ZNF330	ENSG00000109445	1	True	NOA36-type ZF		
ZNF331	ZNF331	ENSG00000130844	2	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF333	ZNF333	ENSG00000160961	1	True	C2H2 ZF		
ZNF334	ZNF334	ENSG00000198185	1	True	C2H2 ZF		
ZNF335	ZNF335	ENSG00000198026	1	True	C2H2 ZF	C2H2 zinc finger factors	Other factors with up to three adjacent zinc fingers
ZNF337	ZNF337	ENSG00000130684	1	True	C2H2 ZF		
ZNF33A	ZNF33A	ENSG00000189180	1	True	C2H2 ZF		
ZNF33B	ZNF33B	ENSG00000196693	1	True	C2H2 ZF		
ZNF34	ZNF34	ENSG00000196378	1	True	C2H2 ZF		
ZNF341	ZNF341	ENSG00000131061	2	True	C2H2 ZF	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
ZNF343	ZNF343	ENSG00000088876	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF345	ZNF345	ENSG00000251247	1	True	C2H2 ZF		
ZNF346	ZNF346	ENSG00000113761	1	True	C2H2 ZF		
ZNF347	ZNF347	ENSG00000197937	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF35	ZNF35	ENSG00000169981	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF350	ZNF350	ENSG00000256683	1	True	C2H2 ZF		
ZNF354A	ZNF354A	ENSG00000169131	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF354B	ZNF354B	ENSG00000178338	1	True	C2H2 ZF		
ZNF354C	ZNF354C	ENSG00000177932	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF358	ZNF358	ENSG00000198816	2	True	C2H2 ZF		
ZNF362	ZNF362	ENSG00000160094	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF365	ZNF365	ENSG00000138311	1	True	C2H2 ZF		
ZNF366	ZNF366	ENSG00000178175	1	True	C2H2 ZF		
ZNF367	ZNF367	ENSG00000165244	1	True	C2H2 ZF	C2H2 zinc finger factors	
ZNF37A	ZNF37A	ENSG00000075407	1	True	C2H2 ZF		
ZNF382	ZNF382	ENSG00000161298	1	True	C2H2 ZF	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
ZNF383	ZNF383	ENSG00000188283	1	True	C2H2 ZF		
ZNF384	ZNF384	ENSG00000126746	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF385A	ZNF385A	ENSG00000161642	2	True	C2H2 ZF		
ZNF385B	ZNF385B	ENSG00000144331	1	True	C2H2 ZF		
ZNF385C	ZNF385C	ENSG00000187595	1	True	C2H2 ZF		
ZNF385D	ZNF385D	ENSG00000151789	1	True	C2H2 ZF		
ZNF391	ZNF391	ENSG00000124613	1	True	C2H2 ZF		
ZNF394	ZNF394	ENSG00000160908	1	True	C2H2 ZF		
ZNF395	ZNF395	ENSG00000186918	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF396	ZNF396	ENSG00000186496	1	True	C2H2 ZF		
ZNF397	ZNF397	ENSG00000186812	1	True	C2H2 ZF		
ZNF398	ZNF398	ENSG00000197024	1	True	C2H2 ZF		
ZNF404	ZNF404	ENSG00000176222	1	True	C2H2 ZF		
ZNF407	ZNF407	ENSG00000215421	1	True	C2H2 ZF	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
ZNF408	ZNF408	ENSG00000175213	1	True	C2H2 ZF		
ZNF41	ZNF41	ENSG00000147124	1	True	C2H2 ZF		
ZNF410	ZNF410	ENSG00000119725	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF414	ZNF414	ENSG00000133250	1	True	C2H2 ZF		
ZNF415	ZNF415	ENSG00000170954	1	True	C2H2 ZF		
ZNF416	ZNF416	ENSG00000083817	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF417	ZNF417	ENSG00000173480	1	True	C2H2 ZF	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
ZNF418	ZNF418	ENSG00000196724	1	True	C2H2 ZF	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
ZNF419	ZNF419	ENSG00000105136	1	True	C2H2 ZF		
ZNF420	ZNF420	ENSG00000197050	1	True	C2H2 ZF		
ZNF423	ZNF423	ENSG00000102935	2	True	C2H2 ZF	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
ZNF425	ZNF425	ENSG00000204947	1	True	C2H2 ZF		
ZNF426	ZNF426	ENSG00000130818	1	True	C2H2 ZF		
ZNF428	ZNF428	ENSG00000131116	1	True	C2H2 ZF		
ZNF429	ZNF429	ENSG00000197013	1	True	C2H2 ZF		
ZNF43	ZNF43	ENSG00000198521	2	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF430	ZNF430	ENSG00000118620	1	True	C2H2 ZF		
ZNF431	ZNF431	ENSG00000196705	1	True	C2H2 ZF		
ZNF432	ZNF432	ENSG00000256087	1	True	C2H2 ZF		
ZNF433	ZNF433	ENSG00000197647	1	True	C2H2 ZF		
ZNF436	ZNF436	ENSG00000125945	2	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF438	ZNF438	ENSG00000183621	2	True	C2H2 ZF		
ZNF439	ZNF439	ENSG00000171291	1	True	C2H2 ZF		
ZNF44	ZNF44	ENSG00000197857	1	True	C2H2 ZF		
ZNF440	ZNF440	ENSG00000171295	1	True	C2H2 ZF		
ZNF441	ZNF441	ENSG00000197044	1	True	C2H2 ZF		
ZNF442	ZNF442	ENSG00000198342	1	True	C2H2 ZF		
ZNF443	ZNF443	ENSG00000180855	1	True	C2H2 ZF		
ZNF444	ZNF444	ENSG00000167685	1	True	C2H2 ZF		
ZNF445	ZNF445	ENSG00000185219	1	True	C2H2 ZF		
ZNF446	ZNF446	ENSG00000083838	1	True	C2H2 ZF		
ZNF449	ZNF449	ENSG00000173275	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF45	ZNF45	ENSG00000124459	1	True	C2H2 ZF		
ZNF451	ZNF451	ENSG00000112200	1	True	C2H2 ZF		
ZNF454	ZNF454	ENSG00000178187	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF460	ZNF460	ENSG00000197714	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF461	ZNF461	ENSG00000197808	1	True	C2H2 ZF		
ZNF462	ZNF462	ENSG00000148143	1	True	C2H2 ZF		
ZNF467	ZNF467	ENSG00000181444	1	True	C2H2 ZF		
ZNF468	ZNF468	ENSG00000204604	1	True	C2H2 ZF		
ZNF469	ZNF469	ENSG00000225614	1	True	C2H2 ZF		
ZNF470	ZNF470	ENSG00000197016	1	True	C2H2 ZF	C2H2 zinc finger factors	Other factors with up to three adjacent zinc fingers
ZNF471	ZNF471	ENSG00000196263	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF473	ZNF473	ENSG00000142528	1	True	C2H2 ZF		
ZNF474	ZNF474	ENSG00000164185	1	True	C2H2 ZF		
ZNF479	ZNF479	ENSG00000185177	1	True	C2H2 ZF		
ZNF48	ZNF48	ENSG00000180035	1	True	C2H2 ZF		
ZNF480	ZNF480	ENSG00000198464	1	True	C2H2 ZF		
ZNF483	ZNF483	ENSG00000173258	1	True	C2H2 ZF		
ZNF484	ZNF484	ENSG00000127081	1	True	C2H2 ZF		
ZNF485	ZNF485	ENSG00000198298	1	True	C2H2 ZF		
ZNF486	ZNF486	ENSG00000256229	1	True	C2H2 ZF		
ZNF488	ZNF488	ENSG00000265763	2	True	C2H2 ZF		
ZNF490	ZNF490	ENSG00000188033	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF491	ZNF491	ENSG00000177599	1	True	C2H2 ZF		
ZNF492	ZNF492	ENSG00000229676	1	True	C2H2 ZF		
ZNF493	ZNF493	ENSG00000196268	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF496	ZNF496	ENSG00000162714	1	True	C2H2 ZF		
ZNF497	ZNF497	ENSG00000174586	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF500	ZNF500	ENSG00000103199	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF501	ZNF501	ENSG00000186446	1	True	C2H2 ZF		
ZNF502	ZNF502	ENSG00000196653	1	True	C2H2 ZF		
ZNF503	ZNF503	ENSG00000165655	1	True	C2H2 ZF		
ZNF506	ZNF506	ENSG00000081665	1	True	C2H2 ZF		
ZNF507	ZNF507	ENSG00000168813	1	True	C2H2 ZF		
ZNF510	ZNF510	ENSG00000081386	1	True	C2H2 ZF	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
