gene_symbol	hgnc_approved_symbol	n_promoters_in_target_library	ensembl_gene_id	ensembl_gene_id_source	in_lambert_2018	lambert_2018_is_tf	lambert_2018_dbd	lambert_2018_tf_assessment	lambert_2018_binding_mode	in_jaspar_core	jaspar_matrix_ids	jaspar_base_ids	jaspar_tf_class	jaspar_tf_family	jaspar_uniprot_ids
CSRNP3	CSRNP3	2	ENSG00000178662	gtf_direct	True	Yes	Unknown	Likely to be sequence specific TF	Monomer or homomultimer	False					
CTBP1	CTBP1	1	ENSG00000159692	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
CTBP2	CTBP2	1	ENSG00000175029	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
CTCF	CTCF	1	ENSG00000102974	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA0139.1;MA0139.2;MA1929.1;MA1929.2;MA1930.1;MA1930.2	MA0139;MA1929;MA1930	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	P49711
CTCFL	CTCFL	1	ENSG00000124092	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA1102.1;MA1102.2;MA1102.3	MA1102	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	Q8NI51
CTNNB1	CTNNB1	1	ENSG00000168036	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
CUX1	CUX1	1	ENSG00000257923	gtf_direct	True	Yes	CUT; Homeodomain	Known motif	Monomer or homomultimer	True	MA0754.1;MA0754.2;MA0754.3	MA0754	Homeo domain factors	HD-CUT	P39880
CUX2	CUX2	1	ENSG00000111249	gtf_direct	True	Yes	CUT; Homeodomain	Known motif	Monomer or homomultimer	True	MA0755.1;MA0755.2	MA0755	Homeo domain factors	HD-CUT	O14529
CXXC1	CXXC1	1	ENSG00000154832	gtf_direct	True	Yes	CxxC	Known motif	Monomer or homomultimer	False					
CXXC4	CXXC4	1	ENSG00000168772	gtf_direct	True	Yes	CxxC	Likely to be sequence specific TF	Monomer or homomultimer	False					
CXXC5	CXXC5	1	ENSG00000171604	gtf_direct	True	Yes	CxxC	Known motif	Monomer or homomultimer	False					
DACH1	DACH1	1	ENSG00000276644	gtf_direct	True	Yes	Unknown	Likely to be sequence specific TF	Monomer or homomultimer	False					
DACH2	DACH2	1	ENSG00000126733	gtf_direct	True	Yes	Unknown	Likely to be sequence specific TF	Monomer or homomultimer	False					
DAXX	DAXX	2	ENSG00000204209	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
DBP	DBP	1	ENSG00000105516	gtf_direct	True	Yes	bZIP	Known motif	Monomer or homomultimer	True	MA0639.1;MA0639.2	MA0639	Basic leucine zipper factors (bZIP)	CEBP-related	Q10586
DBX1	DBX1	1	ENSG00000109851	gtf_direct	True	Yes	Homeodomain	Inferred motif	Monomer or homomultimer	False					
DBX2	DBX2	1	ENSG00000185610	gtf_direct	True	Yes	Homeodomain	Inferred motif	Monomer or homomultimer	False					
DCP1A	DCP1A	1	ENSG00000272886	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
DDB1	DDB1	2	ENSG00000167986	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
DDB2	DDB2	1	ENSG00000134574	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Low specificity DNA-binding protein	False					
DDIT3	DDIT3	1	ENSG00000175197	gtf_direct	True	Yes	bZIP	Known motif	Obligate heteromer	False					
DEAF1	DEAF1	1	ENSG00000177030	gtf_direct	True	Yes	SAND	Inferred motif	Monomer or homomultimer	False					
DEK	DEK	1	ENSG00000124795	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Low specificity DNA-binding protein	False					
DENND4A	DENND4A	1	ENSG00000174485	gtf_direct	False					False					
DHX9	DHX9	1	ENSG00000135829	gtf_direct	False					False					
DLX1	DLX1	1	ENSG00000144355	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA0879.2;MA0879.3	MA0879	Homeo domain factors	NK	P56177
DLX2	DLX2	1	ENSG00000115844	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	False					
DLX3	DLX3	1	ENSG00000064195	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	False					
DLX4	DLX4	1	ENSG00000108813	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	False					
DLX5	DLX5	1	ENSG00000105880	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA1476.1	MA1476	Homeo domain factors	NK	P56178
DLX6	DLX6	1	ENSG00000006377	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA0882.1;MA0882.2	MA0882	Homeo domain factors	NK	P56179
DMAP1	DMAP1	1	ENSG00000178028	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Low specificity DNA-binding protein	False					
DMBX1	DMBX1	1	ENSG00000197587	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	False					
DMRT1	DMRT1	1	ENSG00000137090	gtf_direct	True	Yes	DM	Known motif	Monomer or homomultimer	False					
DMRT2	DMRT2	1	ENSG00000173253	gtf_direct	True	Yes	DM	Known motif	Monomer or homomultimer	False					
DMRT3	DMRT3	1	ENSG00000064218	gtf_direct	True	Yes	DM	Known motif	Monomer or homomultimer	True	MA0610.1;MA0610.2	MA0610	DM-type intertwined zinc finger factors	DMRT factors	Q9NQL9
DMRTA1	DMRTA1	1	ENSG00000176399	gtf_direct	True	Yes	DM	Known motif	Monomer or homomultimer	True	MA1707.1;MA1707.2	MA1707	DM-type intertwined zinc finger factors	DMRT factors	Q5VZB9
DMRTA2	DMRTA2	1	ENSG00000142700	gtf_direct	True	Yes	DM	Known motif	Monomer or homomultimer	True	MA1478.1;MA1478.2	MA1478	DM-type intertwined zinc finger factors	DMRT factors	Q96SC8
DMRTB1	DMRTB1	1	ENSG00000143006	gtf_direct	True	Yes	DM	Likely to be sequence specific TF	Obligate heteromer	False					
DMRTC1	DMRTC1	1	ENSG00000269502	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
DMRTC2	DMRTC2	1	ENSG00000142025	gtf_direct	True	Yes	DM	Known motif	Monomer or homomultimer	True	MA1479.1;MA1479.2	MA1479	DM-type intertwined zinc finger factors	DMRT factors	Q8IXT2
DMTF1	DMTF1	1	ENSG00000135164	gtf_direct	True	Yes	Myb/SANT	Likely to be sequence specific TF	Monomer or homomultimer	True	MA2594.1	MA2594	Tryptophan cluster factors	Myb-SANT	Q9Y222
DNAJC1	DNAJC1	1	ENSG00000136770	gtf_direct	True	No	Myb/SANT	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
DNAJC2	DNAJC2	1	ENSG00000105821	gtf_direct	True	No	Myb/SANT	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
DNAJC21	DNAJC21	1	ENSG00000168724	gtf_direct	True	No	Unknown	ssDNA/RNA binding	Not a DNA binding protein	False					
DNMT1	DNMT1	1	ENSG00000130816	gtf_direct	True	Yes	CxxC	Known motif	Monomer or homomultimer	False					
DNTTIP1	DNTTIP1	1	ENSG00000101457	gtf_direct	True	Yes	AT hook	Likely to be sequence specific TF	Monomer or homomultimer	True	MA2584.1	MA2584	Rel homology region (RHR) factors	NFkappaB-related	Q9H147
DOT1L	DOT1L	1	ENSG00000104885	gtf_direct	True	Yes	AT hook	Likely to be sequence specific TF	Monomer or homomultimer	False					
DPF1	DPF1	2	ENSG00000011332	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
DPF2	DPF2	2	ENSG00000133884	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
DPF3	DPF3	1	ENSG00000205683	gtf_direct	True	Yes	C2H2 ZF	Inferred motif	Monomer or homomultimer	False					
DPRX	DPRX	1	ENSG00000204595	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA1480.1;MA1480.2	MA1480	Homeo domain factors	Paired-related HD factors	A6NFQ7
DR1	DR1	1	ENSG00000117505	gtf_direct	True	Yes	Unknown	Likely to be sequence specific TF	Obligate heteromer	False					
DRAP1	DRAP1	1	ENSG00000175550	gtf_direct	True	Yes	Unknown	Likely to be sequence specific TF	Obligate heteromer	False					
DRGX	DRGX	1	ENSG00000165606	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA1481.1;MA1481.2	MA1481	Homeo domain factors	Paired-related HD factors	A6NNA5
DUXA	DUXA	1	ENSG00000258873	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA0884.1;MA0884.2	MA0884	Homeo domain factors	Paired-related HD factors	A6NLW8
DZIP1	DZIP1	1	ENSG00000134874	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
E2F1	E2F1	1	ENSG00000101412	gtf_direct	True	Yes	E2F	Known motif	Monomer or homomultimer	True	MA0024.1;MA0024.2;MA0024.3	MA0024	Fork head/winged helix factors	E2F	Q01094
E2F2	E2F2	1	ENSG00000007968	gtf_direct	True	Yes	E2F	Known motif	Monomer or homomultimer	True	MA0864.1;MA0864.2;MA0864.3	MA0864	Fork head/winged helix factors	E2F	Q14209
E2F3	E2F3	2	ENSG00000112242	gtf_direct	True	Yes	E2F	Known motif	Monomer or homomultimer	True	MA0469.2;MA0469.3;MA0469.4	MA0469	Fork head/winged helix factors	E2F	O00716
E2F4	E2F4	1	ENSG00000205250	gtf_direct	True	Yes	E2F	Known motif	Monomer or homomultimer	True	MA0470.1;MA0470.2;MA0470.3	MA0470	Fork head/winged helix factors	E2F	Q16254
E2F5	E2F5	1	ENSG00000133740	gtf_direct	True	Yes	E2F	Known motif	Monomer or homomultimer	False					
E2F6	E2F6	1	ENSG00000169016	gtf_direct	True	Yes	E2F	Known motif	Monomer or homomultimer	True	MA0471.1;MA0471.2;MA0471.3	MA0471	Fork head/winged helix factors	E2F	O75461
E2F7	E2F7	1	ENSG00000165891	gtf_direct	True	Yes	E2F	Known motif	Monomer or homomultimer	True	MA0758.1	MA0758	Fork head/winged helix factors	E2F	Q96AV8
E2F8	E2F8	1	ENSG00000129173	gtf_direct	True	Yes	E2F	Known motif	Monomer or homomultimer	True	MA0865.1;MA0865.2;MA0865.3	MA0865	Fork head/winged helix factors	E2F	A0AVK6
E4F1	E4F1	1	ENSG00000167967	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
EBF1	EBF1	1	ENSG00000164330	gtf_direct	True	Yes	EBF1	Known motif	Monomer or homomultimer	True	MA0154.2;MA0154.3;MA0154.4;MA0154.5	MA0154	Rel homology region (RHR) factors	Early B-Cell Factor-related factors	Q9UH73
EBF2	EBF2	1	ENSG00000221818	gtf_direct	True	Yes	EBF1	Known motif	Monomer or homomultimer	False					
EBF3	EBF3	1	ENSG00000108001	gtf_direct	True	Yes	EBF1	Known motif	Monomer or homomultimer	True	MA1637.1;MA1637.2	MA1637	Rel homology region (RHR) factors	Early B-Cell Factor-related factors	Q9H4W6
EBF4	EBF4	1	ENSG00000088881	gtf_direct	True	Yes	EBF1	Known motif	Monomer or homomultimer	False					
EEA1	EEA1	1	ENSG00000102189	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
EGR1	EGR1	2	ENSG00000120738	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA0162.2;MA0162.3;MA0162.4;MA0162.5	MA0162	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	P18146
EGR2	EGR2	1	ENSG00000122877	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA0472.2	MA0472	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	P11161
EGR3	EGR3	1	ENSG00000179388	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA0732.1;MA0732.2	MA0732	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Q06889
EGR4	EGR4	1	ENSG00000135625	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA0733.1;MA0733.2	MA0733	C2H2 zinc finger factors	Three-zinc finger Kruppel-related	Q05215
EHF	EHF	1	ENSG00000135373	gtf_direct	True	Yes	Ets	Known motif	Monomer or homomultimer	True	MA0598.1;MA0598.2;MA0598.3;MA0598.4	MA0598	Tryptophan cluster factors	Ets-related	Q9NZC4
ELF1	ELF1	1	ENSG00000120690	gtf_direct	True	Yes	Ets	Known motif	Monomer or homomultimer	True	MA0473.1;MA0473.2;MA0473.3;MA0473.4	MA0473	Tryptophan cluster factors	Ets-related	P32519
ELF2	ELF2	1	ENSG00000109381	gtf_direct	True	Yes	Ets	Known motif	Monomer or homomultimer	True	MA1483.1;MA1483.2;MA1483.3	MA1483	Tryptophan cluster factors	Ets-related	Q15723
ELF3	ELF3	1	ENSG00000163435	gtf_direct	True	Yes	Ets; AT hook	Known motif	Monomer or homomultimer	True	MA0640.1;MA0640.2;MA0640.3	MA0640	Tryptophan cluster factors	Ets-related	P78545
ELF4	ELF4	1	ENSG00000102034	gtf_direct	True	Yes	Ets	Known motif	Monomer or homomultimer	True	MA0641.1	MA0641	Tryptophan cluster factors	Ets-related	Q99607
ELF5	ELF5	1	ENSG00000135374	gtf_direct	True	Yes	Ets	Known motif	Monomer or homomultimer	True	MA0136.2	MA0136	Tryptophan cluster factors	Ets-related	Q9UKW6
ELK1	ELK1	1	ENSG00000126767	gtf_direct	True	Yes	Ets	Known motif	Monomer or homomultimer	True	MA0028.1;MA0028.2;MA0028.3	MA0028	Tryptophan cluster factors	Ets-related	P19419
ELK3	ELK3	1	ENSG00000111145	gtf_direct	True	Yes	Ets	Known motif	Monomer or homomultimer	True	MA0759.1;MA0759.2;MA0759.3	MA0759	Tryptophan cluster factors	Ets-related	P41970
ELK4	ELK4	1	ENSG00000158711	gtf_direct	True	Yes	Ets	Known motif	Monomer or homomultimer	True	MA0076.1;MA0076.2;MA0076.3	MA0076	Tryptophan cluster factors	Ets-related	P28324
ELMSAN1	MIDEAS	2	ENSG00000156030	hgnc_alias	True	No	Myb/SANT	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
ELP3	ELP3	1	ENSG00000134014	gtf_direct	False					False					
EMX1	EMX1	2	ENSG00000135638	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA0612.1;MA0612.2;MA0612.3	MA0612	Homeo domain factors	NK	Q04741
EMX2	EMX2	1	ENSG00000170370	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA0886.1;MA0886.2	MA0886	Homeo domain factors	NK	Q04743
EN1	EN1	1	ENSG00000163064	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA0027.2;MA0027.3	MA0027	Homeo domain factors	NK	Q05925
EN2	EN2	1	ENSG00000164778	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA0642.1;MA0642.2;MA0642.3	MA0642	Homeo domain factors	NK	P19622
ENO1	ENO1	1	ENSG00000074800	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
EOMES	EOMES	1	ENSG00000163508	gtf_direct	True	Yes	T-box	Known motif	Monomer or homomultimer	True	MA0800.1;MA0800.2	MA0800	T-Box factors	TBrain-related factors	O95936
EP300	EP300	1	ENSG00000100393	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
EP400	EP400	1	ENSG00000183495	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Low specificity DNA-binding protein	False					
EPAS1	EPAS1	1	ENSG00000116016	gtf_direct	True	Yes	bHLH	Known motif	Monomer or homomultimer	True	MA2325.1	MA2325	Basic helix-loop-helix factors (bHLH)	PAS domain factors	Q99814
ERCC2	ERCC2	1	ENSG00000104884	gtf_direct	False					False					
ERCC3	ERCC3	1	ENSG00000163161	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Low specificity DNA-binding protein	False					
ERCC6	ERCC6	1	ENSG00000225830	gtf_direct	False					False					
ERCC8	ERCC8	1	ENSG00000049167	gtf_direct	False					False					
ERF	ERF	1	ENSG00000105722	gtf_direct	True	Yes	Ets	Known motif	Monomer or homomultimer	True	MA0760.1;MA0760.2	MA0760	Tryptophan cluster factors	Ets-related	P50548
ERG	ERG	2	ENSG00000157554	gtf_direct	True	Yes	Ets	Known motif	Monomer or homomultimer	True	MA0474.2	MA0474	Tryptophan cluster factors	Ets-related	P11308
ESR1	ESR1	2	ENSG00000091831	gtf_direct	True	Yes	Nuclear receptor	Known motif	Monomer or homomultimer	True	MA0112.2;MA0112.3;MA0112.4	MA0112	Nuclear receptors with C4 zinc fingers	Steroid hormone receptors (NR3)	P03372
ESR2	ESR2	1	ENSG00000140009	gtf_direct	True	Yes	Nuclear receptor	Known motif	Monomer or homomultimer	True	MA0258.1;MA0258.2	MA0258	Nuclear receptors with C4 zinc fingers	Steroid hormone receptors (NR3)	Q92731
ESRRA	ESRRA	1	ENSG00000173153	gtf_direct	True	Yes	Nuclear receptor	Known motif	Monomer or homomultimer	True	MA0592.1;MA0592.3;MA0592.4	MA0592	Nuclear receptors with C4 zinc fingers	Steroid hormone receptors (NR3)	P11474
ESRRB	ESRRB	1	ENSG00000119715	gtf_direct	True	Yes	Nuclear receptor	Known motif	Monomer or homomultimer	True	MA0141.3;MA0141.4	MA0141	Nuclear receptors with C4 zinc fingers	Steroid hormone receptors (NR3)	O95718
ESRRG	ESRRG	5	ENSG00000196482	gtf_direct	True	Yes	Nuclear receptor	Known motif	Monomer or homomultimer	False					
ESX1	ESX1	1	ENSG00000123576	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA0644.1;MA0644.2;MA0644.3	MA0644	Homeo domain factors	Paired-related HD factors	Q8N693
ETF1	ETF1	1	ENSG00000120705	gtf_direct	False					False					
ETS1	ETS1	1	ENSG00000134954	gtf_direct	True	Yes	Ets	Known motif	Monomer or homomultimer	True	MA0098.1;MA0098.3;MA0098.4	MA0098	Tryptophan cluster factors	Ets-related	P14921
ETS2	ETS2	1	ENSG00000157557	gtf_direct	True	Yes	Ets	Known motif	Monomer or homomultimer	True	MA1484.1;MA1484.2	MA1484	Tryptophan cluster factors	Ets-related	P15036
ETV1	ETV1	1	ENSG00000006468	gtf_direct	True	Yes	Ets	Known motif	Monomer or homomultimer	True	MA0761.1;MA0761.2;MA0761.3	MA0761	Tryptophan cluster factors	Ets-related	P50549
ETV2	ETV2	1	ENSG00000105672	gtf_direct	True	Yes	Ets	Known motif	Monomer or homomultimer	True	MA0762.1;MA0762.2	MA0762	Tryptophan cluster factors	Ets-related	Q3KNT2
ETV3	ETV3	1	ENSG00000117036	gtf_direct	True	Yes	Ets	Known motif	Monomer or homomultimer	True	MA0763.1;MA0763.2	MA0763	Tryptophan cluster factors	Ets-related	P41162
ETV3L	ETV3L	1	ENSG00000253831	gtf_direct	True	Yes	Ets	Known motif	Monomer or homomultimer	False					
ETV4	ETV4	1	ENSG00000175832	gtf_direct	True	Yes	Ets	Known motif	Monomer or homomultimer	True	MA0764.1;MA0764.2;MA0764.3;MA0764.4	MA0764	Tryptophan cluster factors	Ets-related	P43268
ETV5	ETV5	1	ENSG00000244405	gtf_direct	True	Yes	Ets	Known motif	Monomer or homomultimer	True	MA0765.1;MA0765.2;MA0765.3;MA0765.4	MA0765	Tryptophan cluster factors	Ets-related	P41161
ETV6	ETV6	1	ENSG00000139083	gtf_direct	True	Yes	Ets	Known motif	Monomer or homomultimer	True	MA0645.1;MA0645.2	MA0645	Tryptophan cluster factors	Ets-related	P41212
ETV7	ETV7	1	ENSG00000010030	gtf_direct	True	Yes	Ets	Known motif	Monomer or homomultimer	True	MA1708.1;MA1708.2	MA1708	Tryptophan cluster factors	Ets-related	Q9Y603
EVX1	EVX1	1	ENSG00000106038	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA0887.1;MA0887.2	MA0887	Homeo domain factors	HOX	P49640
EVX2	EVX2	1	ENSG00000174279	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA0888.1;MA0888.2	MA0888	Homeo domain factors	HOX	Q03828
EWSR1	EWSR1	1	ENSG00000182944	gtf_direct	True	No	Unknown	ssDNA/RNA binding	Not a DNA binding protein	False					
EZH1	EZH1	1	ENSG00000108799	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
EZH2	EZH2	1	ENSG00000106462	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
FAM170A	FAM170A	1	ENSG00000164334	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	False					
FAM200B	FAM200B	1	ENSG00000237765	gtf_direct	True	Yes	BED ZF	Likely to be sequence specific TF	Monomer or homomultimer	True	MA2588.1	MA2588	C2H2 zinc finger factors	BED zinc finger factors	P0CF97
FBXL19	FBXL19	1	ENSG00000099364	gtf_direct	True	Yes	CxxC	Likely to be sequence specific TF	Monomer or homomultimer	False					
FBXO16	FBXO16	1	ENSG00000214050	gtf_direct	False					False					
FERD3L	FERD3L	1	ENSG00000146618	gtf_direct	True	Yes	bHLH	Known motif	Monomer or homomultimer	True	MA1485.1	MA1485	Basic helix-loop-helix factors (bHLH)	Tal-related	Q96RJ6
FEV	FEV	1	ENSG00000163497	gtf_direct	True	Yes	Ets	Known motif	Monomer or homomultimer	True	MA0156.2;MA0156.3;MA0156.4	MA0156	Tryptophan cluster factors	Ets-related	Q99581
FEZF1	FEZF1	1	ENSG00000128610	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
FEZF2	FEZF2	1	ENSG00000153266	gtf_direct	True	Yes	C2H2 ZF	Inferred motif	Monomer or homomultimer	True	MA2341.1	MA2341	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	Q8TBJ5
FGF3	FGF3	1	ENSG00000186895	gtf_direct	False					False					
FIGLA	FIGLA	1	ENSG00000183733	gtf_direct	True	Yes	bHLH	Known motif	Monomer or homomultimer	True	MA0820.1;MA0820.2	MA0820	Basic helix-loop-helix factors (bHLH)	Tal-related	Q6QHK4
FIZ1	FIZ1	1	ENSG00000179943	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	True	MA2521.1	MA2521	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers	Q96SL8
FLI1	FLI1	1	ENSG00000151702	gtf_direct	True	Yes	Ets	Known motif	Monomer or homomultimer	True	MA0475.1;MA0475.2;MA0475.3	MA0475	Tryptophan cluster factors	Ets-related	Q01543
FLYWCH1	FLYWCH1	1	ENSG00000059122	gtf_direct	True	Yes	FLYWCH	Likely to be sequence specific TF	Monomer or homomultimer	True	MA2513.1	MA2513		FLYWCH1	Q4VC44
FOS	FOS	2	ENSG00000170345	gtf_direct	True	Yes	bZIP	Known motif	Monomer or homomultimer	True	MA0476.1;MA0476.2;MA1951.1;MA1951.2	MA0476;MA1951	Basic leucine zipper factors (bZIP)	Fos-related	P01100
FOSB	FOSB	2	ENSG00000125740	gtf_direct	True	Yes	bZIP	Known motif	Monomer or homomultimer	False					
FOSL1	FOSL1	1	ENSG00000175592	gtf_direct	True	Yes	bZIP	Known motif	Monomer or homomultimer	True	MA0477.1;MA0477.2;MA0477.3	MA0477	Basic leucine zipper factors (bZIP)	Fos-related	P15407
FOSL2	FOSL2	1	ENSG00000075426	gtf_direct	True	Yes	bZIP	Known motif	Monomer or homomultimer	True	MA0478.1;MA0478.2	MA0478	Basic leucine zipper factors (bZIP)	Fos-related	P15408
FOXA1	FOXA1	1	ENSG00000129514	gtf_direct	True	Yes	Forkhead	Known motif	Monomer or homomultimer	True	MA0148.1;MA0148.2;MA0148.3;MA0148.4;MA0148.5	MA0148	Fork head/winged helix factors	FOX	P55317
FOXA2	FOXA2	1	ENSG00000125798	gtf_direct	True	Yes	Forkhead	Known motif	Monomer or homomultimer	True	MA0047.3;MA0047.4	MA0047	Fork head/winged helix factors	FOX	Q9Y261
